,S,K,T,r,v_0,theta,kappa,rho,xi,call_price
0,345.4954954954955,359.7283756400843,0.9796463129796462,0.02909090909090909,0.23888888888888887,0.5606060606060607,3.5353535353535355,0.5579279279279281,0.3627155851493633,95.92670111131717
1,465.66566566566564,462.5864055198692,1.1022689356022688,0.030909090909090914,0.7626262626262627,0.7202020202020203,5.353535353535354,-0.8314414414414414,0.35302115839065557,147.95816549058034
2,104.17417417417417,96.21876252042333,2.964964964964965,0.034545454545454546,0.17878787878787877,0.16959595959595963,1.1111111111111112,-0.9761261261261261,0.38960566544416725,17.77939938200422
3,411.7117117117117,401.21417839770487,1.0000834167500834,0.03636363636363637,0.5909090909090909,0.7122222222222223,9.393939393939394,0.8373873873873876,1.1021676054048566,118.44208459060458
4,269.46946946946946,266.3258765116525,2.413163163163163,0.01,0.2303030303030303,0.1775757575757576,8.181818181818182,0.9404504504504505,1.4708674107757358,65.04800554917752
5,50.22022022022022,50.15882172406239,0.28478478478478475,0.06363636363636364,0.20454545454545453,0.16161616161616166,4.848484848484849,0.17342342342342354,1.166660800701827,3.8617372292024394
6,139.97997997998,140.41520559795146,0.2585085085085085,0.06363636363636364,0.49646464646464644,0.09777777777777778,5.05050505050505,-0.5797297297297297,0.35116538585582285,14.888289227539655
7,34.034034034034036,34.5495304152579,0.5767434100767433,0.016363636363636365,0.2818181818181818,0.16959595959595963,5.353535353535354,-0.8175675675675675,1.060230134675506,4.4866610003014245
8,396.5065065065065,405.9720463823013,0.7606773440106773,0.052727272727272734,0.07575757575757576,0.1775757575757576,4.848484848484849,0.1754054054054055,0.37435981938558605,50.26066683346944
9,404.84484484484483,346.1525964598427,1.44678011344678,0.09000000000000001,0.8141414141414142,0.424949494949495,6.363636363636363,-0.10603603603603595,2.195242684048111,68.42840268142548
10,55.61561561561562,55.945981407880154,0.08333333333333333,0.026363636363636367,0.31616161616161614,0.6324242424242426,7.070707070707071,-0.7818918918918919,2.0655431769068153,3.916737903701498
11,231.7017017017017,257.3087836541784,0.8103103103103103,0.03363636363636364,0.8141414141414142,0.02595959595959596,0.5050505050505051,0.7858558558558559,0.04068549463617386,79.27203463054524
12,209.13913913913913,210.99744580259875,0.4044878211544878,0.052727272727272734,0.2303030303030303,0.7042424242424243,9.191919191919192,0.7600900900900902,0.7095449714495747,38.796159244668566
13,453.4034034034034,491.72015102335484,0.44536202869536196,0.07636363636363637,0.2732323232323232,0.6723232323232324,9.09090909090909,0.2071171171171171,0.37097794541128565,104.4861334323004
14,495.5855855855856,504.05693139653744,2.7168001334668,0.06454545454545454,0.06717171717171717,0.40898989898989907,2.323232323232323,-0.7382882882882882,0.8072498769396474,132.2715186211636
15,11.471471471471471,12.975537636433456,1.0964297630964295,0.07,0.4621212121212121,0.15363636363636365,8.585858585858587,0.2844144144144145,0.4015922638959659,2.3926592642820244
16,56.106106106106104,65.50494073577408,2.617534200867534,0.06181818181818183,0.8313131313131313,0.3451515151515152,1.5151515151515151,0.8017117117117118,0.7217246705271194,24.53877277703153
17,60.52052052052052,61.962169347237456,0.15632298965632296,0.06909090909090909,0.31616161616161614,0.14565656565656568,6.4646464646464645,-0.3042342342342341,1.0247684819464424,5.143852242544686
18,51.2012012012012,51.352875107073174,0.9358525191858524,0.0590909090909091,0.6338383838383839,0.6803030303030304,6.8686868686868685,-0.5083783783783784,1.6065597227924764,13.676272352402872
19,198.83883883883883,198.86620767159263,0.2088755422088755,0.015454545454545455,0.4707070707070707,0.2653535353535354,2.727272727272727,0.17144144144144158,0.3179290119419934,23.26696590689708
20,85.04504504504504,86.46538426939256,0.3548548548548548,0.08,0.4106060606060606,0.5685858585858586,8.484848484848484,0.9245945945945948,0.29538823080098153,13.91695369985306
21,277.3173173173173,392.425890618778,2.547464130797464,0.05090909090909092,0.43636363636363634,0.4010101010101011,2.929292929292929,0.9602702702702703,0.07211181478615919,157.60998509346422
22,387.67767767767765,372.48740936148744,1.0555555555555554,0.07727272727272727,0.8141414141414142,0.5765656565656566,5.757575757575758,0.45288288288288303,2.122724147174947,92.90733921918921
23,84.06406406406407,86.01203204870251,0.664330997664331,0.06363636363636364,0.07575757575757576,0.18555555555555558,0.6060606060606061,-0.5440540540540539,0.21932416969652038,7.410334618556251
24,436.7267267267267,423.5444050617041,1.0117617617617616,0.04,0.7111111111111111,0.4728282828282829,7.6767676767676765,-0.9444144144144144,0.19688530004958185,103.00629112359657
25,176.27627627627626,157.21121769326697,2.1270437103770434,0.08090909090909092,0.25606060606060604,0.5207070707070708,0.30303030303030304,0.7640540540540541,0.539272015953872,28.677014772198703
26,197.85785785785785,188.73243835691312,2.7226393059726393,0.07545454545454545,0.7025252525252526,0.5526262626262627,3.3333333333333335,0.11198198198198206,0.32470677252080565,61.85749994438263
27,451.44144144144144,443.68202956911165,0.5563063063063063,0.05454545454545455,0.32474747474747473,0.3212121212121213,9.696969696969697,0.35180180180180187,0.6520846826942354,63.607519717051076
28,375.9059059059059,383.591388722682,0.5942609275942609,0.06454545454545454,0.8398989898989899,0.7680808080808081,6.565656565656566,-0.24675675675675668,2.1649065745732514,94.08806135695941
29,421.5215215215215,438.40521199531617,2.5270270270270268,0.04545454545454546,0.05,0.7281818181818183,8.88888888888889,0.6669369369369371,2.841647260382018,190.6383607012604
30,359.22922922922925,324.23257154330247,1.3942275608942274,0.011818181818181818,0.35909090909090907,0.40898989898989907,2.2222222222222223,0.43504504504504515,1.3023474293827226,76.52718672192583
31,221.4014014014014,222.29787976641452,0.5563063063063063,0.09545454545454546,0.36767676767676766,0.6084848484848486,6.565656565656566,-0.1912612612612612,2.130632028042964,41.128135852786336
32,312.1421421421421,270.415952970418,1.7007841174507838,0.06454545454545454,0.23888888888888887,0.04989898989898991,1.2121212121212122,0.2467567567567568,0.17163874555463862,23.30301412006556
